t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
1.050000000000000794e-01,-9.012073857186896075e-02,-3.233088846978071640e-01,5.256499568629688923e-01,6.822393047111204867e-01,9.440698123887109050e-01,-7.092730338570493176e-01,-5.910082853611733356e-01
1.060000000000000803e-01,-8.940440193772408728e-02,-3.222723672648091786e-01,5.248370057332384375e-01,7.163366341448741403e-01,1.036517432942859251e+00,-8.129511297008085169e-01,-5.904727863101673080e-01
1.070000000000000812e-01,-8.865410171638885006e-02,-3.211436058747286770e-01,5.239205473957203596e-01,7.503002213352435446e-01,1.128761390016982391e+00,-9.164583374877228739e-01,-5.894712365744982918e-01
1.080000000000000820e-01,-8.786999499733517960e-02,-3.199228657545694632e-01,5.229008291398991037e-01,7.841067190536676890e-01,1.220740120087706604e+00,-1.019718255790676764e+00,-5.879906078174528261e-01
1.090000000000000829e-01,-8.705226330964155323e-02,-3.186104771064615093e-01,5.217781784123447508e-01,8.177316876936193690e-01,1.312388648028317784e+00,-1.122650727523583081e+00,-5.860188190169530742e-01
1.100000000000000838e-01,-8.620111369116741085e-02,-3.172068384867441360e-01,5.205530065005351537e-01,8.511496184741382809e-01,1.403638619629723916e+00,-1.225171911778911493e+00,-5.835448539871208595e-01
1.110000000000000847e-01,-8.531677972738754834e-02,-3.157124201334007285e-01,5.192258121229217371e-01,8.843339637798675046e-01,1.494418353247943365e+00,-1.327194377582622931e+00,-5.805588801941077293e-01
1.120000000000000856e-01,-8.439952255231350509e-02,-3.141277672212756666e-01,5.177971849020015505e-01,9.172571750740378116e-01,1.584652912022203708e+00,-1.428627220889477467e+00,-5.770523679229633274e-01
1.130000000000000865e-01,-8.344963180351590293e-02,-3.124535030230924382e-01,5.162678086958920609e-01,9.498907487975969399e-01,1.674264198072948240e+00,-1.529376206079261280e+00,-5.730182087629884791e-01
1.140000000000000874e-01,-8.246742652288281683e-02,-3.106903319529386587e-01,5.146384647627268993e-01,9.822052806330807684e-01,1.763171070036663179e+00,-1.629343933135093847e+00,-5.684508322755128518e-01
1.150000000000000883e-01,-8.145325599440833564e-02,-3.088390424676062951e-01,5.129100347311260633e-01,1.014170528474482191e+00,1.851289485208637675e+00,-1.728430031571198455e+00,-5.633463196463548428e-01
1.160000000000000892e-01,-8.040750051001638310e-02,-3.069005098000051612e-01,5.110835033490374046e-01,1.045755484391954537e+00,1.938532667471233983e+00,-1.826531382059689124e+00,-5.577025130242141415e-01
1.170000000000000900e-01,-7.933057205419354052e-02,-3.048756984978230888e-01,5.091599609824675188e-01,1.076928455822848907e+00,2.024811302046420902e+00,-1.923542366541071136e+00,-5.515191191970849616e-01
1.180000000000000909e-01,-7.822291489804343578e-02,-3.027656647397244938e-01,5.071406058350115265e-01,1.107657156150108957e+00,2.110033757957826328e+00,-2.019355147427759345e+00,-5.447978061900720093e-01
1.190000000000000918e-01,-7.708500609329263509e-02,-3.005715584006847796e-01,5.050267458586888969e-01,1.137908804750797254e+00,2.194106338894072472e+00,-2.113859976294979681e+00,-5.375422913356722177e-01
1.200000000000000927e-01,-7.591735585678596743e-02,-2.982946248375875076e-01,5.028198003264443550e-01,1.167650236506671435e+00,2.276933562947445200e+00,-2.206945532217606587e+00,-5.297584193323316981e-01
